"","spp","X.x","fbsci","maxlength","mortalitywild","fecundity","fecundity_mean","maturitylength","maturitylength_mean","maturityage","maturityage_mean","numberofspawningcycles","reproductiveseasonlength","fertilization","reproductionmode","spawningground","batchspawner","parentalcare","larvaesize","larvae_mean","X.y","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file"
"1519","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1523,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Bintulu",3.19472222222222,113.089722222222,NA,"2010-2011","cytb",17,"1140",1,NA,0.01,NA,"mtdna102"
"1520","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1524,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Endau",2.48833333333333,103.623055555556,NA,"2010-2011","cytb",15,"1140",0.971,NA,0.009,NA,"mtdna102"
"1521","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1525,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Kota Kinabalu",5.98277777777778,116.071666666667,NA,"2010-2011","cytb",16,"1140",0.991,NA,0.01,NA,"mtdna102"
"1522","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1526,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Kuala Perlis",6.40027777777778,100.130833333333,NA,"2010-2011","cytb",16,"1140",0.992,NA,0.01,NA,"mtdna102"
"1523","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1527,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Kuala Selangor",3.33222222222222,101.251388888889,NA,"2010-2011","cytb",14,"1140",1,NA,0.011,NA,"mtdna102"
"1524","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1528,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Kuantan",3.79861111111111,103.323333333333,NA,"2010-2011","cytb",15,"1140",0.991,NA,0.009,NA,"mtdna102"
"1525","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1529,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Kudat",6.87944444444444,116.845833333333,NA,"2010-2011","cytb",15,"1140",0.991,NA,0.01,NA,"mtdna102"
"1526","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1530,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Maukah",2.89694444444444,112.095555555556,NA,"2010-2011","cytb",15,"1140",0.981,NA,0.01,NA,"mtdna102"
"1527","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1531,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Pulau Kambing",5.32555555555556,103.131388888889,NA,"2010-2011","cytb",12,"1140",0.985,NA,0.009,NA,"mtdna102"
"1528","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1532,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Sandakan",5.83888888888889,118.121111111111,NA,"2010-2011","cytb",19,"1140",0.965,NA,0.008,NA,"mtdna102"
"1529","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1533,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Sarikei",2.14944444444444,111.519166666667,NA,"2010-2011","cytb",13,"1140",0.974,NA,0.008,NA,"mtdna102"
"1530","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1534,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Semporna",4.47888888888889,118.617777777778,NA,"2010-2011","cytb",15,"1140",0.991,NA,0.009,NA,"mtdna102"
"1531","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1535,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Tanjung Dawai",5.68,100.371666666667,NA,"2010-2011","cytb",12,"1140",1,NA,0.01,NA,"mtdna102"
"1532","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1536,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Tanjung Sedili",1.92972222222222,104.113333333333,NA,"2010-2011","cytb",19,"1140",0.994,NA,0.009,NA,"mtdna102"
"1533","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1537,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Tawau",4.24361111111111,117.884444444444,NA,"2010-2011","cytb",7,"1140",0.952,NA,0.011,NA,"mtdna102"
"1534","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1538,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Teluk Bahang",5.46027777777778,100.206944444444,NA,"2010-2011","cytb",19,"1140",0.977,NA,0.009,NA,"mtdna102"
"1535","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1539,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Malaysia","Tok Bali",5.89,102.473333333333,NA,"2010-2011","cytb",15,"1140",1,NA,0.009,NA,"mtdna102"
"1536","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1540,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Thailand","Trang",7.443686,99.253009,NA,"2010-2011","cytb",13,"1140",1,NA,0.009,NA,"mtdna102"
"1537","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1541,"Indian mackerel","Akib et al. 2015 PLoS ONE 10:e0119749","Vietnam","aCan Tho",10.0402777777778,105.783333333333,NA,"2010-2011","cytb",21,"1140",0.981,NA,0.01,NA,"mtdna102"
"1538","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1542,"Indian mackerel","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Malaysia","Malaysia",6.878104,116.836371,NA,"","D-loop",48,"323",0.9628,0.0018,0.018975,0.0015,"mtdna102"
"1539","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1543,"Indian mackerel","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Palawan",9.59959,118.344876,NA,"","D-loop",31,"323",1,0.0173,0.028797,0.0027,"mtdna102"
"1540","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1544,"Indian mackerel","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Tawi-Tawi",5.242868,119.96642,NA,"","D-loop",43,"323",0.9574,0.002,0.012735,0.0011,"mtdna102"
"1541","Rastrelliger kanagurta",193,"Rastrelliger kanagurta",42.1,4,"c(NA, 44754, NA)",44754,"c(23, NA, NA, NA, 12, NA, NA, 19.5, 19.5, NA, NA)",18.5,"c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, ""coastal"", NA, ""coastal"")",-1,3,NA,NA,1545,"Indian mackerel","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Zamboanga",6.925259,122.047269,NA,"","D-loop",47,"323",0.9574,0.0019,0.011691,0.001,"mtdna102"
"1542","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1546,"Greenland halibut","Vis et al. 1997","Canada","Davis Strait",63.576126,-60.925187,"GHAL01ABCDEF","","cytb",40,"401",0.7266,NA,0.002969,NA,"mtdna101"
"1543","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1547,"Greenland halibut","Vis et al. 1997","Canada","Estuary of Gulf of St. Lawrence",48.98,-67,"GHAL4RST","","cytb",40,"401",0.6975,NA,0.002516,NA,"mtdna101"
"1544","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1548,"Greenland halibut","Vis et al. 1997","Canada","Northeastern Newfoundland continental shelf (Northeast Slope)",56.705,-51.0833333333333,"GHAL23KLMNO","","cytb",40,"401",0.7304,NA,0.002799,NA,"mtdna101"
"1545","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1549,"Greenland halibut","Vis et al. 1997","Greenland","Flemish Pass",60,-47,"GHAL01ABCDEF","","cytb",40,"401",0.6342,NA,0.001986,NA,"mtdna101"
"1546","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1550,"Greenland halibut","Vis et al. 1997","Greenland","Northwestern Greenland at  Jakobshavn fjord",70,-52,"GHAL01ABCDEF","","cytb",40,"401",0.7051,NA,0.0025,NA,"mtdna101"
"1547","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1551,"Greenland halibut","Vis et al. 1997","Iceland","Western Iceland",65.267,-22.0191666666667,NA,"","cytb",40,"401",0.6734,NA,0.002391,NA,"mtdna101"
"1548","Reinhardtius hippoglossoides",194,"Reinhardtius hippoglossoides",110,30,"c(NA, NA, NA, 28100, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA)",28100,"c(60, NA, NA, NA, NA, NA, 65, 55, NA, NA, NA, NA, 65)",61.25,"c(9, 11, NA, NA, NA, NA, 9, 7, NA, NA, NA, NA, NA)",9,"one clear seasonal peak per year",NA,"external","dioecism","c(NA, NA, NA, NA)",-1,1,NA,NA,1552,"Greenland halibut","Vis et al. 1997","Norway","Bear Island north of Norway",73.283,19.0002777777778,"GHALNEAR","","cytb",40,"401",0.6759,NA,0.002558,NA,"mtdna101"
"1549","Rhincodon typus",195,"Rhincodon typus",1700,80.4,"c(16, NA)",16,"c(NA, 440, 903, 300, 760, NA)",600.75,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","coastal",0,1,NA,NA,1553,"Whale shark","Vignaud et al. 2014 Molecular Ecology 23:2590-2601","Djibouti","Djibouti",11.843384,43.318396,NA,"1992-2012","control region",79,"608",0.925,NA,0.01069,NA,"mtdna102"
"1550","Rhincodon typus",195,"Rhincodon typus",1700,80.4,"c(16, NA)",16,"c(NA, 440, 903, 300, 760, NA)",600.75,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","coastal",0,1,NA,NA,1554,"Whale shark","Vignaud et al. 2014 Molecular Ecology 23:2590-2601","Mexico","Isla Holbox",21.550443,-87.287959,NA,"1992-2012","control region",80,"608",0.752,NA,0.00755,NA,"mtdna102"
"1551","Rhincodon typus",195,"Rhincodon typus",1700,80.4,"c(16, NA)",16,"c(NA, 440, 903, 300, 760, NA)",600.75,"c(NA, NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","coastal",0,1,NA,NA,1555,"Whale shark","Vignaud et al. 2014 Molecular Ecology 23:2590-2601","Seychelles","Seychelles",-4.314078,55.495027,NA,"1992-2012","control region",31,"608",0.948,NA,0.01062,NA,"mtdna102"
"1552","Rhizoprionodon acutus",196,"Rhizoprionodon acutus",175,8,"c(1, 3, 2, 2)",2,"c(70, 68, 82.5, 70, 70)",72.1,"c(NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","c(NA, ""coastal"")",0,NA,NA,NA,1556,"Milk shark","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Far North",-13.84,144.92,NA,"","ND4",56,"873",0.8331,0.00558576,0.00386,0.000297595,"mtdna101"
"1553","Rhizoprionodon acutus",196,"Rhizoprionodon acutus",175,8,"c(1, 3, 2, 2)",2,"c(70, 68, 82.5, 70, 70)",72.1,"c(NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","c(NA, ""coastal"")",0,NA,NA,NA,1557,"Milk shark","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Fraser Burnett",-25.58,153.28,NA,"","ND4",60,"873",0.8277,0.005344717,0.003455,0.000261039,"mtdna101"
"1554","Rhizoprionodon acutus",196,"Rhizoprionodon acutus",175,8,"c(1, 3, 2, 2)",2,"c(70, 68, 82.5, 70, 70)",72.1,"c(NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","c(NA, ""coastal"")",0,NA,NA,NA,1558,"Milk shark","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Mackay",-20.79,149.04,NA,"","ND4",10,"873",0.7778,0.043449695,0.003895,0.00077792,"mtdna101"
"1555","Rhizoprionodon acutus",196,"Rhizoprionodon acutus",175,8,"c(1, 3, 2, 2)",2,"c(70, 68, 82.5, 70, 70)",72.1,"c(NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","c(NA, ""coastal"")",0,NA,NA,NA,1559,"Milk shark","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Townsville",-18.78,146.6,NA,"","ND4",64,"873",0.7847,0.00595,0.003536,0.000258125,"mtdna101"
"1556","Rhizoprionodon acutus",196,"Rhizoprionodon acutus",175,8,"c(1, 3, 2, 2)",2,"c(70, 68, 82.5, 70, 70)",72.1,"c(NA, NA, NA, NA, NA)",NA,NA,NA,"internal (oviduct)","dioecism","c(NA, ""coastal"")",0,NA,NA,NA,1560,"Milk shark","Ovenden et. al 2011 Marine Biology 158:1497-1509","Indonesia","Kedonganan",-9.03,115.1,NA,"","ND4",17,"873",0.8897,0.009652918,0.002089,0.000342945,"mtdna101"
"1557","Ruanoho whero",197,"Ruanoho whero",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","dioecism",NA,0,1,NA,NA,1561,"Spectacled triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Bluff",-46.5833333333333,168.333333333333,NA,"","control region",5,"400",1,0.126,0.018,0.011,"mtdna101"
"1558","Ruanoho whero",197,"Ruanoho whero",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","dioecism",NA,0,1,NA,NA,1562,"Spectacled triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Hauraki Gulf",-35.9,175.083333333333,NA,"","control region",4,"400",0.883,0.222,0.017,0.012,"mtdna101"
"1559","Ruanoho whero",197,"Ruanoho whero",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","dioecism",NA,0,1,NA,NA,1563,"Spectacled triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Three Kings",-34.1333333333333,172.133333333333,NA,"","control region",23,"400",0.996,0.013,0.014,0.008,"mtdna101"
"1560","Ruanoho whero",197,"Ruanoho whero",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"external","dioecism",NA,0,1,NA,NA,1564,"Spectacled triplefin","Hickey et. al 2009 Molecular Ecology 18:680-697","New Zealand","Wellington",-41.0833333333333,174.85,NA,"","control region",6,"400",0.933,0.127,0.01,0.006,"mtdna101"
"1561","Sardinella lemuru",198,"Sardinella lemuru",23,NA,NA,NA,"c(13.5, 14, 17.61)",15.03666667,"c(NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, NA)",0,3,NA,NA,1565,"Bali sardinella","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Indonesia","Indonesia",1.477665,124.8171,NA,"","D-loop",48,"305",0.9981,7e-04,0.036779,0.0027,"mtdna102"
"1562","Sardinella lemuru",198,"Sardinella lemuru",23,NA,NA,NA,"c(13.5, 14, 17.61)",15.03666667,"c(NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, NA)",0,3,NA,NA,1566,"Bali sardinella","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Malaysia","Malaysia",6.878104,116.836371,NA,"","D-loop",49,"305",1,6e-04,0.030987,0.0023,"mtdna102"
"1563","Sardinella lemuru",198,"Sardinella lemuru",23,NA,NA,NA,"c(13.5, 14, 17.61)",15.03666667,"c(NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, NA)",0,3,NA,NA,1567,"Bali sardinella","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Palawan",9.59959,118.344876,NA,"","D-loop",40,"305",0.9987,9e-04,0.039748,0.0032,"mtdna102"
"1564","Sardinella lemuru",198,"Sardinella lemuru",23,NA,NA,NA,"c(13.5, 14, 17.61)",15.03666667,"c(NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, NA)",0,3,NA,NA,1568,"Bali sardinella","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Tawi-Tawi",5.242868,119.96642,NA,"","D-loop",44,"305",0.9984,7e-04,0.036413,0.0028,"mtdna102"
"1565","Sardinella lemuru",198,"Sardinella lemuru",23,NA,NA,NA,"c(13.5, 14, 17.61)",15.03666667,"c(NA, NA, NA)",NA,NA,NA,"external","dioecism","c(NA, NA, NA)",0,3,NA,NA,1569,"Bali sardinella","Pedrosa-Gerasmio, Agmata & Santos 2015 Fisheries Research 162:64-74","Philippines","Zamboanga",6.925259,122.047269,NA,"","D-loop",50,"305",0.9984,6e-04,0.037405,0.0027,"mtdna102"
"1566","Sardinops sagax",199,"Sardinops sagax",39.5,25,"c(30000, 10000)",20000,"c(7, 24, NA, NA, 22, 18, NA, 24, NA, NA, 21, NA, 18)",19.14285714,"c(1, NA, 1, NA, NA, 1, NA, NA, NA, NA, NA, NA, NA)",1,"Two seasonal peaks per year",NA,"external","dioecism","c(NA, NA, ""coastal"", ""coastal"", ""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, NA, ""coastal"")",-1,3,"3.5",3.5,1570,"South American pilchard","Bowen & Grant 1997","Australia","Southern Australia",-37.16,125,NA,"1985","control region",15,"500",1,NA,0.017,NA,"mtdna101"
"1567","Sardinops sagax",199,"Sardinops sagax",39.5,25,"c(30000, 10000)",20000,"c(7, 24, NA, NA, 22, 18, NA, 24, NA, NA, 21, NA, 18)",19.14285714,"c(1, NA, 1, NA, NA, 1, NA, NA, NA, NA, NA, NA, NA)",1,"Two seasonal peaks per year",NA,"external","dioecism","c(NA, NA, ""coastal"", ""coastal"", ""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, NA, ""coastal"")",-1,3,"3.5",3.5,1571,"South American pilchard","Bowen & Grant 1997","Chile","Iquique",-20.468,-70.0180555555555,NA,"1991","control region",18,"500",1,NA,0.025,NA,"mtdna101"
