"","spp","X","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength","fecundity_mean","fertilization","reproductionmode"
"1805","Solea solea",1863,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Bay of Biscay BISB07",45.6,-1.4,"SOLEVIII","2007","cytb",5,"590",0.9,0.072,0.0041,0.000523,"mtdna101",70,76000,"external","dioecism"
"1806","Solea solea",1864,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Bay of Biscay BISC07",46.3333333333333,-1.88333333333333,"SOLEVIII","2007","cytb",26,"590",0.754,0.0177,0.0041,0.000143,"mtdna101",70,76000,"external","dioecism"
"1807","Solea solea",1865,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Celtic Sea CEL08",50.8166666666667,-5.01666666666667,"SOLECS","2008","cytb",44,"590",0.813,0.00799,0.0031,6.9e-05,"mtdna101",70,76000,"external","dioecism"
"1808","Solea solea",1866,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","English Channel ENG08",50.7816666666667,1.48444444444444,"SOLEVIId","2008","cytb",48,"590",0.778,0.00866,0.0053,9.2e-05,"mtdna101",70,76000,"external","dioecism"
"1809","Solea solea",1867,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Irish Sea",52.2166666666667,-5.33333333333333,"SOLEIS","2008","cytb",44,"590",0.794,0.00965,0.0048,9.5e-05,"mtdna101",70,76000,"external","dioecism"
"1810","Solea solea",1868,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Kagerrak",58.1619444444444,9.50888888888889,"SOLEIIIa","2007","cytb",32,"590",0.95,0.00336,0.0066,9.9e-05,"mtdna101",70,76000,"external","dioecism"
"1811","Solea solea",1869,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Kattegat KATB07",56.4252777777778,12.1891666666667,"SOLEIIIa","2007","cytb",39,"590",0.825,0.00817,0.0061,9.5e-05,"mtdna101",70,76000,"external","dioecism"
"1812","Solea solea",1870,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08f",51.3538888888889,2.74583333333333,"SOLENS","2008","cytb",52,"590",0.853,0.0061,0.0055,7.1e-05,"mtdna101",70,76000,"external","dioecism"
"1813","Solea solea",1871,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08j",51.3894444444444,3.16694444444444,"SOLENS","2008","cytb",27,"590",0.84,0.0114,0.0039,0.000144,"mtdna101",70,76000,"external","dioecism"
"1814","Solea solea",1872,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea BEL08s",51.3894444444444,3.16694444444444,"SOLENS","2008","cytb",45,"590",0.782,0.00969,0.0047,1e-04,"mtdna101",70,76000,"external","dioecism"
"1815","Solea solea",1873,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea GER07",54.52,7.88972222222222,"SOLENS","2007","cytb",31,"590",0.815,0.0119,0.0044,0.000145,"mtdna101",70,76000,"external","dioecism"
"1816","Solea solea",1874,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea NOR08",53.0194444444444,1.56722222222222,"SOLENS","2008","cytb",23,"590",0.806,0.0165,0.0055,0.000167,"mtdna101",70,76000,"external","dioecism"
"1817","Solea solea",1875,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea THA07j",51.4722222222222,1.33333333333333,"SOLENS","2007","cytb",17,"590",0.875,0.0218,0.0036,0.000206,"mtdna101",70,76000,"external","dioecism"
"1818","Solea solea",1876,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","North Sea THA08",51.4722222222222,1.33333333333333,"SOLENS","2008","cytb",57,"590",0.751,0.00795,0.0043,8.2e-05,"mtdna101",70,76000,"external","dioecism"
"1819","Solea solea",1877,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Scheldt estuary ZAN07",51.3972222222222,4.11638888888889,"SOLENS","2007","cytb",30,"590",0.871,0.00931,0.0049,0.000141,"mtdna101",70,76000,"external","dioecism"
"1820","Solea solea",1878,"Common sole","Cuveliers et al. 2012 Marine Biology 159:1239-1253","Atlantic Ocean","Wadden Sea TEX07",52.9666666666667,4.085,"SOLENS","2007","cytb",48,"590",0.795,0.00808,0.0045,9e-05,"mtdna101",70,76000,"external","dioecism"
"1821","Somniosus rostratus",1880,"Little sleeper shark","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",4,"990",0.5,0.265,5e-04,6e-04,"mtdna103",143,NA,"internal (oviduct)","dioecism"
"1822","Sparus aurata",1881,"Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","France","France",45.800263,-1.441997,NA,"2007","control region",20,"494",0.742,NA,0.0024,NA,"mtdna101",70,NA,"external","protandry"
"1823","Sparus aurata",1882,"Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","Ireland","Ireland",52.120047,-6.45999,NA,"2007","control region",16,"494",0.8,NA,0.0026,NA,"mtdna101",70,NA,"external","protandry"
"1824","Sparus aurata",1883,"Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","Portugal","Portugal",38.1166666666667,-9.01888888888889,NA,"2007","control region",20,"494",0.668,NA,0.00181,NA,"mtdna101",70,NA,"external","protandry"
"1825","Sparus aurata",1884,"Gilthead seabream","Coscia et al. 2012 Heredity 108:537-546","Spain","Spain",36.508689,-6.309368,NA,"2007","control region",20,"494",0.647,NA,0.00176,NA,"mtdna101",70,NA,"external","protandry"
"1826","Sphaeramia orbicularis",1885,"Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","CLM",7.15,134.35,NA,"","control region",30,"824",0.067,NA,8e-05,NA,"mtdna101",10,NA,"external","dioecism"
"1827","Sphaeramia orbicularis",1886,"Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","CMR",7.5,134.49,NA,"","control region",24,"824",0.815,NA,0.00198,NA,"mtdna101",10,NA,"external","dioecism"
"1828","Sphaeramia orbicularis",1887,"Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","JFL",7.15,134.3,NA,"","control region",26,"824",0.219,NA,0.00063,NA,"mtdna101",10,NA,"external","dioecism"
"1829","Sphaeramia orbicularis",1888,"Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","JFOS",7.16,134.37,NA,"","control region",25,"824",0.423,NA,0.00103,NA,"mtdna101",10,NA,"external","dioecism"
"1830","Sphaeramia orbicularis",1889,"Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","NLK",7.31,134.49,NA,"","control region",26,"824",0.465,NA,0.00113,NA,"mtdna101",10,NA,"external","dioecism"
"1831","Sphaeramia orbicularis",1890,"Orbiculate cardinalfish","Gotoh et. al 2009 Genes Genetic Systems 84:287-295","Palau","PPE",7.05,134.26,NA,"","control region",26,"824",0.526,NA,0.00147,NA,"mtdna101",10,NA,"external","dioecism"
"1832","Sphyraena barracuda",1891,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Australia","Broome",-17.1516666666667,122.034166666667,NA,"","cytb",11,"629",0.62,0.0494,0.0031,0.000633,"mtdna101",200,NA,"external","dioecism"
"1833","Sphyraena barracuda",1892,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Australia","Great Barrier Reef",-18.0355555555556,147.116666666667,NA,"","cytb",6,"629",0.8,0.0702,0.0027,0.000816,"mtdna101",200,NA,"external","dioecism"
"1834","Sphyraena barracuda",1893,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Bahamas","Bimini",25.1175,-79.0347222222222,NA,"","cytb",52,"629",0.77,0.0047,0.006,0.000471,"mtdna101",200,NA,"external","dioecism"
"1835","Sphyraena barracuda",1895,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Guam","Mariana Islands",17,146,NA,"","cytb",26,"629",0.52,0.0224,0.0027,0.000353,"mtdna101",200,NA,"external","dioecism"
"1836","Sphyraena barracuda",1896,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Indian Ocean","Seychelles",-4.10027777777778,55.0680555555556,NA,"","cytb",52,"629",0.27,0.0105,8e-04,0.000111,"mtdna101",200,NA,"external","dioecism"
"1837","Sphyraena barracuda",1897,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","Panama","San Blas",9.08527777777778,-78.1338888888889,NA,"","cytb",17,"629",0.7,0.0119,0.0014,0.000291,"mtdna101",200,NA,"external","dioecism"
"1838","Sphyraena barracuda",1898,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","USA","Hawaii",21.0502777777778,-157.119166666667,NA,"","cytb",43,"629",0.66,0.0093,0.0019,0.000213,"mtdna101",200,NA,"external","dioecism"
"1839","Sphyraena barracuda",1899,"Great barracuda","Daly-Engel et al. 2012 Marine Biology 159:975-985","USA","Virgin Islands",18.0513888888889,-64.1508333333333,NA,"","cytb",6,"629",0.6,0.0878,0.0014,0.000531,"mtdna101",200,NA,"external","dioecism"
"1840","Sphyraena viridensis",1900,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Argentario",42.380348,11.115586,NA,"2012","cytb",5,"1057",0.9,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1841","Sphyraena viridensis",1901,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Argentario",42.380348,11.115586,NA,"2012","control region",5,"",0.733,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1842","Sphyraena viridensis",1903,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Cagliari",39.200911,9.102282,NA,"2012","cytb",5,"1057",0.9,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1843","Sphyraena viridensis",1905,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Civitavecchia",42.087012,11.786588,NA,"2012","cytb",8,"1057",0.857143,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1844","Sphyraena viridensis",1906,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Elba Island",42.79672,10.1922278,NA,"2012","cytb",4,"1057",1,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1845","Sphyraena viridensis",1907,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Elba Island",42.79672,10.1922278,NA,"2012","control region",4,"",0.667,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1846","Sphyraena viridensis",1908,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Gallipoli",40.347741,26.496889,NA,"2012","cytb",4,"1057",1,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1847","Sphyraena viridensis",1910,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Otranto",40.148706,18.49032,NA,"2012","cytb",7,"1057",0.904762,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1848","Sphyraena viridensis",1911,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Otranto",40.148706,18.49032,NA,"2012","control region",7,"",0.285714,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1849","Sphyraena viridensis",1912,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Siracusa",37.073939,15.298018,NA,"2012","control region",6,"",0.333,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1850","Sphyraena viridensis",1913,"Yellowmouth barracuda","Milana, Ciampoli & Sola 2014 Biological Journal of the Linnean Society 113:635-641","Italy","Siracusa",37.073939,15.298018,NA,"2012","cytb",6,"1057",1,NA,NA,NA,"mtdna102",128,NA,NA,NA
"1851","Sphyrna lewini",1914,"Scalloped hammerhead","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Michoacíçn",17.0841666666667,-102.016666666667,NA,"2002","control region",20,NA,0.38,NA,0.002,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1852","Sphyrna lewini",1915,"Scalloped hammerhead","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Nayarit",21.0505555555556,-105.034722222222,NA,"2002","control region",30,NA,0.44,NA,0.002,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1853","Sphyrna lewini",1916,"Scalloped hammerhead","Castillo-Olguin et al. 2012 Ciencias Marinas 38(4):635-652","Mexico","Sinaloa",23.0502777777778,-106.0675,NA,"2002","control region",42,"1000",0.415,NA,0.007,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1854","Sphyrna lewini",1917,"Scalloped hammerhead","Duncan et al. 2006","Panama","Pac Panama",8.4,-79.729431,NA,"2002","control region",8,"548",0.75,0.0491,0.0019,0.000566,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1855","Sphyrna lewini",1918,"Scalloped hammerhead","Duncan et al. 2006","Seychelles","Seychelles",-4.7,55.30939,NA,"2002","control region",12,"548",0.17,0.0387,0.0012,0.000318,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1856","Sphyrna lewini",1919,"Scalloped hammerhead","Duncan et al. 2006","South Africa","South Africa",-29,16.101197,NA,"2002","control region",25,"548",0.42,0.0234,0.0046,0.00058,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1857","Sphyrna lewini",1920,"Scalloped hammerhead","Duncan et al. 2006","USA","Hawaii",20.3,-155.110722,NA,"2002","control region",44,"548",0.09,0.0089,2e-04,4.5e-05,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1858","Sphyrna lewini",1921,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Bolivia","LAP",24.2,-110.4,NA,"2008","control region",17,"548",0.4412,NA,8e-04,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1859","Sphyrna lewini",1922,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Costa Rica","TAR",9.8,-84.8,NA,"2008","control region",20,"548",0.6158,NA,0.0013,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1860","Sphyrna lewini",1923,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Ecuador","MAN",-1.1,-84.95,NA,"2008","control region",20,"548",0.5263,NA,0.001,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1861","Sphyrna lewini",1924,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Mexico","MAZ",23.2,-106.4,NA,"2008","control region",22,"548",0.4156,NA,8e-04,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1862","Sphyrna lewini",1925,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","CEB",7.55,-81,NA,"2008","control region",18,"548",0.5686,NA,0.0012,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1863","Sphyrna lewini",1926,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","GPA",7.01,-78.19,NA,"2008","control region",7,"548",0.5714,NA,0.001,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1864","Sphyrna lewini",1927,"Scalloped hammerhead","Nance et. al 2011 PLoS One 6(7):1-12","Panama","SCA",7.56,-81.3,NA,"2008","control region",22,"548",0.5974,NA,0.0013,NA,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1865","Sphyrna lewini",1928,"Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Brisbane",-27.59,153.6,NA,"","ND4",42,"873",0.4111,0.014010744,0.001249,0.000143502,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1866","Sphyrna lewini",1929,"Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Far North",-13.84,144.92,NA,"","ND4",47,"873",0.4098,0.012909052,0.001064,0.000120922,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1867","Sphyrna lewini",1930,"Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Mackay",-20.79,149.04,NA,"","ND4",20,"873",0.1947,0.025602978,0.000458,0.000110685,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1868","Sphyrna lewini",1931,"Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Northern New South Wales",-30.02,153.36,NA,"","ND4",43,"873",0.3012,0.01389262,0.000581,8.51e-05,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1869","Sphyrna lewini",1932,"Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Australia","Townsville",-18.78,146.6,NA,"","ND4",49,"873",0.2313,0.0114,0.000372,6.06e-05,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1870","Sphyrna lewini",1933,"Scalloped hammerhead","Ovenden et. al 2011 Marine Biology 158:1497-1509","Indonesia","Kedonganan",-9.03,115.1,NA,"","ND4",33,"873",0.4886,0.016032552,0.00712,0.000671766,"mtdna101",430,40,"internal (oviduct)","dioecism"
"1871","Sprattus sprattus",1934,"European sprat","Limborg et al. 2012 Heredity 109:96-107","Atlantic Ocean","Bay of Biscay",47.18,-3.16,NA,"2006","control region",30,"530",0.984,0.00292,NA,NA,"mtdna101",16,23292.64286,"external","dioecism"
"1872","Sprattus sprattus",1935,"European sprat","Limborg et al. 2012 Heredity 109:96-107","Baltic-North Sea","North Sea",55.4,6.46,"SPRATNS","2005","control region",30,"530",0.989,0.00237,NA,NA,"mtdna101",16,23292.64286,"external","dioecism"
"1873","Sprattus sprattus",1936,"European sprat","Limborg et al. 2012 Heredity 109:96-107","Baltic Sea","Eastern Baltic ",55.07,18.44,"SPRAT22-32","2006","control region",30,"530",0.945,NA,NA,NA,"mtdna101",16,23292.64286,"external","dioecism"
"1874","Sprattus sprattus",1938,"European sprat","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Adriatic Sea",45.36,13.34,NA,"2005","control region",30,"530",0.784,0.0142,NA,NA,"mtdna101",16,23292.64286,"external","dioecism"
"1875","Sprattus sprattus",1939,"European sprat","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Bosporus",41.12,29.07,NA,"2006","control region",30,"530",0.954,0.00493,NA,NA,"mtdna101",16,23292.64286,"external","dioecism"
"1876","Sprattus sprattus",1940,"European sprat","Limborg et al. 2012 Heredity 109:96-107","Mediterranian Sea","Gulf of Lion",43.27,3.49,NA,"2006","control region",30,"530",0.894,0.00822,NA,NA,"mtdna101",16,23292.64286,"external","dioecism"
"1877","Sprattus sprattus",1941,"European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Denmark","NO",55.667,6.777,NA,"2005","control region",30,"530",0.989,0.002373464,0.0095,0.000967643,"mtdna101",16,23292.64286,"external","dioecism"
"1878","Sprattus sprattus",1942,"European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","France","BI ",47.309,-3.267,NA,"2006","control region",30,"530",0.984,0.002921187,0.0095,0.000967643,"mtdna101",16,23292.64286,"external","dioecism"
"1879","Sprattus sprattus",1943,"European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","France","LI",43.267,3.818,NA,"2006","control region",30,"530",0.894,0.008215838,0.0044,0.000511208,"mtdna101",16,23292.64286,"external","dioecism"
"1880","Sprattus sprattus",1944,"European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Italy","AD",45.603,13.563,NA,"2005","control region",30,"530",0.784,0.014240787,0.0089,0.000912871,"mtdna101",16,23292.64286,"external","dioecism"
"1881","Sprattus sprattus",1945,"European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Poland","BA",55.083,18.747,NA,"2006","control region",30,"530",0.945,0.006024948,0.0094,0.000949386,"mtdna101",16,23292.64286,"external","dioecism"
"1882","Sprattus sprattus",1946,"European sprat","Debes et. al 2008 Molecular Ecology 17:3873-3888","Turkey","BO",41.201,29.119,NA,"2006","control region",30,"530",0.954,0.004929503,0.0147,0.001424079,"mtdna101",16,23292.64286,"external","dioecism"
"1883","Squalus blainville",1948,"Longnose spurdog","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","cytochrome c oxidase subunit I",13,"610",0.795,0.085,0.0025,0.0018,"mtdna103",100,3,"internal (oviduct)","dioecism"
"1884","Squalus blainville",1949,"Longnose spurdog","Vella, Vella & Schembri (2017) Marine Genomics 36:17-23","","Malta",35.951019,14.361835,NA,"2003-2017","ND2",13,"990",0.894,0.077,0.0024,0.0016,"mtdna103",100,3,"internal (oviduct)","dioecism"
"1885","Stenobrachius leucopsarus",1954,"Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","B1",56.5,180,NA,"","cytb",20,"621",0.98,NA,0.00923,NA,"mtdna101",13,NA,"external","dioecism"
"1886","Stenobrachius leucopsarus",1955,"Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E1",55,-149,NA,"","cytb",14,"621",0.99,NA,0.00979,NA,"mtdna101",13,NA,"external","dioecism"
"1887","Stenobrachius leucopsarus",1956,"Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E2",54,-150,NA,"","cytb",14,"621",0.97,NA,0.00987,NA,"mtdna101",13,NA,"external","dioecism"
"1888","Stenobrachius leucopsarus",1957,"Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W2",42.79,146.9,NA,"","cytb",20,"621",0.96,NA,0.00739,NA,"mtdna101",13,NA,"external","dioecism"
"1889","Stenobrachius leucopsarus",1958,"Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W3",48,165,NA,"","cytb",17,"621",0.97,NA,0.00933,NA,"mtdna101",13,NA,"external","dioecism"
"1890","Stenobrachius leucopsarus",1959,"Northern lampfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W5",48,177,NA,"","cytb",20,"621",0.98,NA,0.00821,NA,"mtdna101",13,NA,"external","dioecism"
"1891","Stenobrachius nannochir",1960,"Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Bering Sea","B1",56.5,180,NA,"","cytb",20,"621",0.99,NA,0.01359,NA,"mtdna101",11,NA,NA,NA
"1892","Stenobrachius nannochir",1961,"Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E4",50,-138,NA,"","cytb",18,"621",1,NA,0.01421,NA,"mtdna101",11,NA,NA,NA
"1893","Stenobrachius nannochir",1962,"Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","E5",45,-139,NA,"","cytb",20,"621",0.98,NA,0.01365,NA,"mtdna101",11,NA,NA,NA
"1894","Stenobrachius nannochir",1963,"Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W1",40,145,NA,"","cytb",20,"621",0.99,NA,0.01459,NA,"mtdna101",11,NA,NA,NA
"1895","Stenobrachius nannochir",1964,"Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W3",48,165,NA,"","cytb",20,"621",0.98,NA,0.01285,NA,"mtdna101",11,NA,NA,NA
"1896","Stenobrachius nannochir",1965,"Garnet lanternfish","Kojima et. al 2009 Journal of Oceanography 65:187-193","Pacific Ocean","W5",48,177,NA,"","cytb",20,"621",0.98,NA,0.01021,NA,"mtdna101",11,NA,NA,NA
"1897","Syngnathus leptorhynchus",1966,"Bay pipefish","Wilson 2006","USA","Newport",44.645,-124.268105,NA,"2003","control region",20,"465",0.7263,0.0205,0.003,0.000492,"mtdna101",32.5,NA,"in brood pouch or similar structure","dioecism"
"1898","Syngnathus leptorhynchus",1967,"Bay pipefish","Wilson 2006","USA","Padilla Bay",48.557,-122.547414,NA,"2003","control region",20,"465",0.5211,0.0301,0.0014,0.000291,"mtdna101",32.5,NA,"in brood pouch or similar structure","dioecism"
"1899","Syngnathus leptorhynchus",1968,"Bay pipefish","Wilson 2006","USA","San Diego",32.639,-117.666497,NA,"2003","control region",20,"465",0.5789,0.0278,0.0056,0.000783,"mtdna101",32.5,NA,"in brood pouch or similar structure","dioecism"
"1900","Syngnathus leptorhynchus",1969,"Bay pipefish","Wilson 2006","USA","Sitka, Alaska",57.374,-136.36006,NA,"2003","control region",20,"465",0.2684,0.0253,0.00062,0.000179,"mtdna101",32.5,NA,"in brood pouch or similar structure","dioecism"
"1901","Takifugu rubripes",1970,"Japanese pufferfish","Reza et. al 2011 Fish Science 77:59-67","Japan","TrG",34.13,129.5,NA,"2003","control region",50,"561",0.9641,0.001414214,0.0133,0.001131371,"mtdna101",80,NA,"external","dioecism"
"1902","Takifugu rubripes",1971,"Japanese pufferfish","Reza et. al 2011 Fish Science 77:59-67","Japan","TrS",33.85,131.15,NA,"2008","control region",50,"561",0.9984,0.000565685,0.0291,0.00271529,"mtdna101",80,NA,"external","dioecism"
"1903","Thalassoma bifasciatum",1972,"Bluehead","Haney Silliman Rand 2007","Bahamas","San Salvador",24.046,-74.625414,NA,"","control region",39,"380",0.982,NA,0.019,NA,"mtdna101",25,NA,"external","protogyny"
"1904","Thalassoma bifasciatum",1973,"Bluehead","Haney Silliman Rand 2007","St Croix","Butler Bay",17.751731,-64.903122,NA,"","control region",49,"380",0.993,NA,0.02,NA,"mtdna101",25,NA,"external","protogyny"
"1905","Thalassoma bifasciatum",1974,"Bluehead","Haney Silliman Rand 2007","St Croix","Grapetree Bay",17.7392,-64.591807,NA,"","control region",51,"380",0.987,NA,0.019,NA,"mtdna101",25,NA,"external","protogyny"
"1906","Thalassoma bifasciatum",1975,"Bluehead","Haney Silliman Rand 2007","St Croix","Jack Bay",17.743845,-64.580931,NA,"","control region",47,"380",0.989,NA,0.021,NA,"mtdna101",25,NA,"external","protogyny"
"1907","Thalassoma bifasciatum",1976,"Bluehead","Haney Silliman Rand 2007","St Croix","Northstar Bay",17.764,-64.837104,NA,"","control region",51,"380",0.981,NA,0.018,NA,"mtdna101",25,NA,"external","protogyny"
"1908","Thamnaconus hypargyreus",1977,"Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","Beibu Bay",21.05,109.166666666667,NA,"2012","control region",21,"636",0.9286,NA,0.0105,NA,"mtdna102",17.8,NA,NA,NA
"1909","Thamnaconus hypargyreus",1978,"Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","East Guangdong",22.8666666666667,117.083333333333,NA,"2013","control region",34,"636",0.975,NA,0.0108,NA,"mtdna102",17.8,NA,NA,NA
"1910","Thamnaconus hypargyreus",1979,"Lesser-spotted leatherjacket","Li et al. 2016 Mitochondrial DNA 27:798-805","China","Nansha Islands",5.41666666666667,109.566666666667,NA,"2013","control region",34,"636",0.918,NA,0.0075,NA,"mtdna102",17.8,NA,NA,NA
